"","date","state","temp","ah","o3","flu","fluT","flulike","flulikeT","fluP","flu_Year","fluR"
"796",2011-06-26,"Arizona",31.0497295742766,5.75908843451672,56.4904950869237,0,41,81,21017,0,1939.4,0
"797",2011-07-03,"Arizona",28.9246611561048,12.7087879651096,62.237634164777,0,31,82,17454,0,1939.4,0
"798",2011-07-10,"Arizona",26.9950785301457,8.79938953153941,50.8853363567649,0,28,95,21141,0,1939.4,0
"799",2011-07-17,"Arizona",29.6679787008572,10.5881384162971,53.1742932728647,0,34,77,20891,0,1939.4,0
"800",2011-07-24,"Arizona",28.7736665748466,12.7130971894395,47.4956928983715,0,41,67,20419,0,1939.4,0
"801",2011-07-31,"Arizona",29.4985960688211,12.3908263120351,60.2725274218214,0,27,91,21769,0,1939.4,0
"802",2011-08-07,"Arizona",28.8369652945924,11.7730657422745,45.2647199031128,0,25,69,22432,0,1939.4,0
"803",2011-08-14,"Arizona",28.9450636868813,12.6871196976998,53.6235312306741,1,41,98,22467,0.000106389099676816,1939.4,0.00051562338867691
"804",2011-08-21,"Arizona",30.4147342754575,10.5230337707899,58.6711287477954,1,38,128,21843,0.000154210550411188,1939.4,0.00051562338867691
"805",2011-08-28,"Arizona",29.9962296969126,10.016488833321,59.7086482741245,0,57,148,21964,0,1939.4,0
"806",2011-09-04,"Arizona",27.4870886792278,10.6124607253989,55.9529053287982,1,54,85,19695,0.0000799225221667466,1939.4,0.00051562338867691
"807",2011-09-11,"Arizona",22.7176463221174,11.5248958191008,47.6558441558442,0,45,118,23650,0,1939.4,0
"808",2011-09-18,"Arizona",25.1544766357741,6.4394633227982,52.7127771478962,1,46,107,23375,0.0000995117414554755,1939.4,0.00051562338867691
"809",2011-09-25,"Arizona",24.6702253897264,7.05670892026372,45.746768707483,2,49,120,23255,0.00021061961658454,1939.4,0.00103124677735382
"810",2011-10-02,"Arizona",18.185323277873,7.67544950188308,42.4303300865801,0,47,138,19794,0,1939.4,0
"811",2011-10-09,"Arizona",19.3677612027992,4.85892566435387,47.0116921768707,0,42,132,20106,0,1939.4,0
"812",2011-10-16,"Arizona",21.062281409739,4.94015418352315,47.0540159245516,0,48,153,21231,0,1939.4,0
"813",2011-10-23,"Arizona",17.6226624177822,5.72167081468414,43.0345031952175,0,56,179,21851,0,1939.4,0
"814",2011-10-30,"Arizona",14.6143395211192,4.06976186361565,41.722468305504,0,65,201,20240,0,1939.4,0
"815",2011-11-06,"Arizona",9.12684960990046,4.91757045246095,38.9350005153577,0,60,198,19825,0,1939.4,0
"816",2011-11-13,"Arizona",11.6020984665052,7.29929800576491,36.5476770253556,0,70,250,20747,0,1939.4,0
"817",2011-11-20,"Arizona",11.2003997753329,6.17528956798742,35.1801392431973,0,69,219,16523,0,1939.4,0
"818",2011-11-27,"Arizona",9.24447019230002,4.13038179735355,33.0574245323129,1,65,242,20816,0.000178856500916455,1939.4,0.00051562338867691
"819",2011-12-04,"Arizona",2.93327952649987,3.52679228181663,32.4241602891156,1,58,223,19587,0.000196294868341599,1939.4,0.00051562338867691
"820",2011-12-11,"Arizona",6.2611920573562,5.85792120501756,34.3660962301587,1,66,193,18359,0.000159281138637313,1939.4,0.00051562338867691
"821",2011-12-18,"Arizona",5.08352924977552,5.38192253050009,31.4842275191327,2,74,192,17481,0.000296847387974898,1939.4,0.00103124677735382
"822",2011-12-25,"Arizona",7.09428951787222,3.70604151087582,27.7078888373531,2,54,213,15614,0.000505244581073965,1939.4,0.00103124677735382
"823",2012-01-01,"Arizona",10.1350737060848,3.69531362287508,31.6896524234694,3,68,225,17487,0.000567648572553056,1939.4,0.00154687016603073
"824",2012-01-08,"Arizona",6.86800859053927,2.97672099383049,32.2754457843744,7,70,207,20325,0.00101845018450185,1939.4,0.00360936372073837
"825",2012-01-15,"Arizona",8.52659975642073,4.58851625189413,31.0432642754071,12,83,212,19287,0.00158918454967795,1939.4,0.00618748066412292
"826",2012-01-22,"Arizona",8.44577569972076,3.94942798179586,33.0172232529375,14,85,216,20962,0.00169718875051213,1939.4,0.00721872744147675
"827",2012-01-29,"Arizona",8.70453786423979,3.2819077736602,38.5335540781969,29,124,303,20898,0.00339089401980125,1939.4,0.0149530782716304
"828",2012-02-05,"Arizona",10.1565338194502,3.94272337346834,39.3667955060812,33,134,273,19603,0.00342964562993328,1939.4,0.017015571826338
"829",2012-02-12,"Arizona",8.06400461996605,4.90346922972118,41.2230055658627,39,187,362,18924,0.00398950149034076,1939.4,0.0201093121583995
"830",2012-02-19,"Arizona",10.151354911729,3.45364375233832,44.2695835910122,64,151,344,17897,0.00814669075841265,1939.4,0.0329998968753223
"831",2012-02-26,"Arizona",9.2059642091787,3.24564789505754,47.8038330716902,84,185,354,19342,0.00831016105548212,1939.4,0.0433123646488605
"832",2012-03-04,"Arizona",11.161179297357,2.88234110185801,45.3157832577475,97,207,334,19115,0.00818791929347036,1939.4,0.0500154687016603
"833",2012-03-11,"Arizona",14.3108597033203,2.60681119140235,50.6940001225716,146,245,321,19109,0.0100104555925672,1939.4,0.0752810147468289
"834",2012-03-18,"Arizona",10.5404896421846,4.74407231724966,50.5332602339181,87,183,309,18253,0.00804808192320508,1939.4,0.0448592348148912
"835",2012-03-25,"Arizona",16.7472423997848,4.25750309810551,50.1480806608358,90,172,298,17961,0.00868160083281218,1939.4,0.0464061049809219
"836",2012-04-01,"Arizona",15.1751737125787,2.8575446774123,57.8482142857143,77,166,275,16267,0.00784165740233942,1939.4,0.0397030009281221
"837",2012-04-08,"Arizona",16.4933257106986,3.66150482235734,53.8346335627274,53,121,280,17755,0.0069076107067966,1939.4,0.0273280395998762
"838",2012-04-15,"Arizona",18.3510946907499,4.29159728138882,62.0967937562622,43,96,234,17578,0.00596270906815337,1939.4,0.0221718057131071
"839",2012-04-22,"Arizona",21.8911186696901,4.81508616059271,58.3581555349412,16,98,175,15372,0.00185866696405338,1939.4,0.00824997421883056
"840",2012-04-29,"Arizona",21.6416650431846,4.52091892996273,56.129116419295,22,82,163,13867,0.00315365308408979,1939.4,0.011343714550892
"841",2012-05-06,"Arizona",21.4998654829163,3.9175045781545,66.0074211502783,16,83,151,14027,0.00207517172131887,1939.4,0.00824997421883056
"842",2012-05-13,"Arizona",25.444605165098,3.51848640429766,66.5741921768708,12,62,126,11514,0.00211803862899023,1939.4,0.00618748066412292
"843",2012-05-20,"Arizona",25.4589979640966,4.15434760772019,61.8005565862709,9,61,117,12745,0.00135443664825164,1939.4,0.00464061049809219
"844",2012-05-27,"Arizona",24.3510014564953,2.91922252838853,67.4809639764997,17,80,99,11894,0.00176874894904994,1939.4,0.00876559760750748
"845",2012-06-03,"Arizona",26.6305743415621,3.90429929546339,53.8705598716759,13,73,92,13148,0.00124608774291418,1939.4,0.00670310405279983
"846",2012-06-10,"Arizona",27.4575255594666,4.03611955351661,47.8554189857761,8,40,102,12788,0.00159524554269628,1939.4,0.00412498710941528
"847",2012-06-17,"Arizona",30.0073706084811,4.42146835578005,56.3012523191095,1,26,90,12910,0.000268128463325985,1939.4,0.00051562338867691
"848",2012-06-24,"Arizona",30.7185740261427,8.4342913422592,53.2043461829176,6,50,94,12809,0.000880630806464205,1939.4,0.00309374033206146
"849",2012-07-01,"Arizona",28.3822759867394,9.52780354040734,50.1789871504157,3,36,57,10444,0.000454806587514362,1939.4,0.00154687016603073
"850",2012-07-08,"Arizona",29.3518062397373,11.7703815244527,63.9221552257267,5,34,63,12436,0.000744990823605093,1939.4,0.00257811694338455
"851",2012-07-15,"Arizona",27.4988728396093,11.2595986802992,53.9536753590325,0,36,67,13198,0,1939.4,0
"852",2012-07-22,"Arizona",28.1832710138273,12.6149751649663,51.7873803224994,0,37,77,12349,0,1939.4,0
"853",2012-07-29,"Arizona",27.2773600668338,13.5405268232238,54.8383560090703,2,28,102,9023,0.00080746029986859,1939.4,0.00103124677735382
"854",2012-08-05,"Arizona",30.8432191590086,11.3208426303246,64.7837144116906,0,25,127,10254,0,1939.4,0
"855",2012-08-12,"Arizona",28.9172413142083,12.7679210203565,56.1555240614764,1,42,116,10535,0.000262164666531064,1939.4,0.00051562338867691
"856",2012-08-19,"Arizona",26.2533071875416,15.794136292439,47.40880574452,0,52,142,11425,0,1939.4,0
"857",2012-08-26,"Arizona",27.9787138311393,12.4717889164347,53.6694633408919,0,53,179,12017,0,1939.4,0
"858",2012-09-02,"Arizona",26.366940144048,14.5245306749575,46.3390022675737,1,73,133,10525,0.000173103829759542,1939.4,0.00051562338867691
"859",2012-09-09,"Arizona",23.3899673448183,12.0395939992954,49.3974489795918,1,54,137,12135,0.000209067741000168,1939.4,0.00051562338867691
"860",2012-09-16,"Arizona",25.0146020613583,7.05528253587824,56.0095238095238,1,34,137,13004,0.000309859409774368,1939.4,0.00051562338867691
"861",2012-09-23,"Arizona",24.0031611514662,7.36665665321187,48.592082388511,1,54,122,11754,0.000192211949911456,1939.4,0.00051562338867691
"862",2012-09-30,"Arizona",23.5600081088204,5.39941996394135,51.4539077853364,1,65,132,17442,0.000116429837792067,1939.4,0.00051562338867691
"863",2012-10-07,"Arizona",19.595845664066,7.0252124958265,41.1738095238095,0,46,136,17272,0,1939.4,0
"864",2012-10-14,"Arizona",19.8692628463815,6.04799386416583,45.9578609221466,1,33,194,19851,0.000296145679249805,1939.4,0.00051562338867691
"865",2012-10-21,"Arizona",17.062037037037,5.40978041987952,40.8517668178382,2,46,139,18104,0.000333820054179715,1939.4,0.00103124677735382
"866",2012-10-28,"Arizona",16.5720524523856,3.89068242162993,45.4998252078609,2,44,193,17982,0.00048786159897271,1939.4,0.00103124677735382
"867",2012-11-04,"Arizona",16.0273116065051,4.86949318216115,39.7163123582766,2,49,224,20231,0.000451923144820184,1939.4,0.00103124677735382
"868",2012-11-11,"Arizona",10.1855013776405,3.14891618792733,35.6453838678328,14,69,224,17988,0.00252664417179891,1939.4,0.00721872744147675
"869",2012-11-18,"Arizona",13.4090247047582,5.19898781551018,38.8013119533528,17,78,193,14733,0.00285509418068978,1939.4,0.00876559760750748
"870",2012-11-25,"Arizona",12.7351405007746,4.9805573555025,36.6867832847425,26,98,217,20024,0.00287512128303179,1939.4,0.0134062081055997
"871",2012-12-02,"Arizona",12.207520107171,5.42923808493019,35.7067103984451,51,120,281,20081,0.00594716398585728,1939.4,0.0262967928225224
"872",2012-12-09,"Arizona",7.36963996620553,4.08825788957691,36.0876190476191,94,170,344,19997,0.00951201503754975,1939.4,0.0484685985356296
"873",2012-12-16,"Arizona",5.30556715185587,4.75105156889953,35.7112184159378,179,257,424,20632,0.0143134536204574,1939.4,0.092296586573167
"874",2012-12-23,"Arizona",4.48628157672576,4.05970410418728,34.9571590540978,174,270,446,15265,0.0188288386650653,1939.4,0.0897184696297824
"875",2012-12-30,"Arizona",2.46868820174619,3.39425276999828,37.255860058309,225,316,512,16891,0.0215829117296381,1939.4,0.116015262452305
"876",2013-01-06,"Arizona",4.30576201038996,3.07044900259175,35.0401360544218,235,341,649,22951,0.0194875196948337,1939.4,0.121171496339074
"877",2013-01-13,"Arizona",1.42773849305804,2.09344090085814,35.4398445092323,241,345,934,23906,0.0272921599937921,1939.4,0.124265236671135
"878",2013-01-20,"Arizona",10.2876636034531,5.11113491072482,29.3542517006803,318,427,1046,20681,0.0376668580048415,1939.4,0.163968237599257
"879",2013-01-27,"Arizona",6.95363408521303,5.58939411986515,35.5981535471331,210,327,824,22644,0.0233692948209948,1939.4,0.108280911622151
"880",2013-02-03,"Arizona",9.65742481203008,5.42042126675463,39.8047862001944,131,240,730,22875,0.0174189435336976,1939.4,0.0675466639166753
"881",2013-02-10,"Arizona",5.06491426980149,3.55217422562923,41.86175898931,72,169,635,20903,0.0129422831353728,1939.4,0.0371248839847375
"882",2013-02-17,"Arizona",6.80632135895294,3.76427481585251,44.7556203433754,66,157,490,20207,0.0101938566410896,1939.4,0.0340311436526761
"883",2013-02-24,"Arizona",7.53001443001443,2.53644402849298,43.5907057823129,39,136,421,20027,0.00602825890929598,1939.4,0.0201093121583995
"884",2013-03-03,"Arizona",12.3558441558442,4.76922976263294,44.8422805707649,39,143,358,20524,0.00475718006413777,1939.4,0.0201093121583995
"885",2013-03-10,"Arizona",14.6707070707071,4.66253527381495,48.0036917205907,20,97,281,18028,0.00321378657254809,1939.4,0.0103124677735382
"886",2013-03-17,"Arizona",16.334817563389,4.09984433324068,54.2512858802057,18,106,239,18279,0.00222030229555103,1939.4,0.00928122099618439
"887",2013-03-24,"Arizona",15.9438775510204,3.00450201212395,53.6908495105359,6,92,166,17960,0.000602788806042413,1939.4,0.00309374033206146
"888",2013-03-31,"Arizona",17.9924886621315,4.14889163914844,53.5721125406684,11,64,180,18523,0.00167022080656481,1939.4,0.00567185727544601
"889",2013-04-07,"Arizona",15.5505952380952,4.36300127444278,52.0681381248151,4,67,188,18163,0.000617953014205524,1939.4,0.00206249355470764
"890",2013-04-14,"Arizona",16.0839801071944,3.45440768367149,51.4564293108548,1,66,151,16140,0.000141752093424956,1939.4,0.00051562338867691
"891",2013-04-21,"Arizona",19.8207843743558,3.25870288840439,56.54213496993,0,55,168,17504,0,1939.4,0
"892",2013-04-28,"Arizona",22.2141792070363,2.58043076199224,62.4832519964508,1,60,186,15684,0.000197653659780668,1939.4,0.00051562338867691
"893",2013-05-05,"Arizona",19.2346743295019,5.26175356494397,56.3591134279799,5,47,126,14995,0.000893914992940909,1939.4,0.00257811694338455
"894",2013-05-12,"Arizona",24.4195186241466,4.38797798435956,62.3414855072464,2,47,109,13622,0.000340500504503041,1939.4,0.00103124677735382
"895",2013-05-19,"Arizona",23.4387357282094,3.74265265800331,62.6206743566992,1,57,93,13920,0.000117211131276467,1939.4,0.00051562338867691
"896",2013-05-26,"Arizona",24.343776106934,4.89142332590556,61.5394557823129,1,37,87,12979,0.000181165833373245,1939.4,0.00051562338867691
"897",2013-06-02,"Arizona",28.6212610069234,4.22304307440179,53.9221569062408,0,43,95,13245,0,1939.4,0
"898",2013-06-09,"Arizona",29.7870826491516,5.05972022033998,52.071171312728,0,38,97,13283,0,1939.4,0
"899",2013-06-16,"Arizona",28.256157635468,3.89682422166637,56.7518115942029,1,36,76,13249,0.000159341166209609,1939.4,0.00051562338867691
"900",2013-06-23,"Arizona",29.7462766110679,4.8114254031313,50.9978371783496,1,42,74,12790,0.000137756431736103,1939.4,0.00051562338867691
"901",2013-06-30,"Arizona",31.1484266221108,10.3778500227991,58.7509057971015,0,29,58,11108,0,1939.4,0
"902",2013-07-07,"Arizona",29.0903648008911,12.9569923324035,57.6362931948142,0,25,56,13209,0,1939.4,0
"903",2013-07-14,"Arizona",28.0965671755145,13.7443388406559,59.6573757763975,1,27,61,13073,0.000172818730150636,1939.4,0.00051562338867691
"904",2013-07-21,"Arizona",27.0619604566973,15.7955033308875,49.7436409346347,0,30,73,12803,0,1939.4,0
"905",2013-07-28,"Arizona",28.6433444722918,11.3352843750356,45.9567065956818,0,25,77,13160,0,1939.4,0
"906",2013-08-04,"Arizona",26.8805538751092,9.773805854327,50.7632311076605,0,30,101,13054,0,1939.4,0
"907",2013-08-11,"Arizona",29.0693760262726,9.0566352566793,56.0831758629378,1,18,109,13778,0.000439509040176771,1939.4,0.00051562338867691
"908",2013-08-18,"Arizona",28.0589275940261,11.8412799253112,56.7070074326027,0,35,66,14533,0,1939.4,0
"909",2013-08-25,"Arizona",25.4104154063319,16.0213215526537,43.9420733510796,0,55,113,14608,0,1939.4,0
"910",2013-09-01,"Arizona",27.8753829016987,12.9757662612642,52.4930650037793,0,41,80,9300,0,1939.4,0
"911",2013-09-08,"Arizona",23.3010378127859,14.2605503975979,49.7310846560847,0,32,81,10857,0,1939.4,0
"912",2013-09-15,"Arizona",26.4610136452242,9.71516486861252,49.0806764928194,0,42,77,9816,0,1939.4,0
"913",2013-09-22,"Arizona",21.4022556390977,5.76317847191424,49.2876102292769,3,55,82,8653,0.000516899026086591,1939.4,0.00154687016603073
"914",2013-09-29,"Arizona",19.9153439153439,5.00239744353051,47.6518291761149,0,39,230,29029,0,1939.4,0
"915",2013-10-06,"Arizona",17.3273509444108,4.94036361992001,47.6701121189216,1,44,291,29057,0.00022760905680684,1939.4,0.00051562338867691
"916",2013-10-13,"Arizona",15.8417043566771,4.42034996827147,50.1549244142101,1,46,302,28505,0.00023031809827414,1939.4,0.00051562338867691
"917",2013-10-20,"Arizona",17.6215624094249,3.94759642685944,46.5031557067271,3,53,249,29629,0.000475694070763155,1939.4,0.00154687016603073
"918",2013-10-27,"Arizona",14.8665306122449,4.73984261216215,41.2245993953137,5,54,303,29091,0.000964406708451258,1939.4,0.00257811694338455
"919",2013-11-03,"Arizona",13.8147619047619,4.43659460618976,40.0456807723089,7,60,327,28590,0.00133438265127667,1939.4,0.00360936372073837
"920",2013-11-10,"Arizona",15.9711083263715,5.95059383925208,38.7606292517007,9,66,293,27334,0.00146171601136114,1939.4,0.00464061049809219
"921",2013-11-17,"Arizona",11.9078400365994,7.62131568103028,34.0820449391878,12,76,377,28619,0.0020799579226903,1939.4,0.00618748066412292
"922",2013-11-24,"Arizona",8.54252473716759,5.91121281200025,33.7716461584634,9,55,284,20498,0.00226718349462032,1939.4,0.00464061049809219
"923",2013-12-01,"Arizona",6.81546588332303,5.0884920639661,35.4484293717487,21,93,378,27848,0.00306502580830499,1939.4,0.0108280911622151
"924",2013-12-08,"Arizona",4.55201247165533,3.4609596442613,34.7646058423369,24,85,366,27137,0.00380812825553997,1939.4,0.0123749613282458
"925",2013-12-15,"Arizona",8.7759196271101,4.63050451655294,33.6808473389356,75,149,496,27343,0.00913083529715837,1939.4,0.0386717541507683
"926",2013-12-22,"Arizona",6.9859693877551,3.97625968896851,36.8068477390956,134,222,381,19950,0.011527467316941,1939.4,0.069093534082706
"927",2013-12-29,"Arizona",7.74753351633051,3.68425056257748,34.2640597667639,199,287,470,22205,0.0146763567548822,1939.4,0.102609054346705
"928",2014-01-05,"Arizona",6.72069061542746,2.96730586849531,34.5818816812439,235,336,575,28911,0.0139101981285752,1939.4,0.121171496339074
"929",2014-01-12,"Arizona",8.98080021482277,2.98709665503291,34.8596088435374,261,359,844,29962,0.0204794224959787,1939.4,0.134577704444674
"930",2014-01-19,"Arizona",10.044532627866,3.06989611070402,37.1785714285714,218,348,874,27228,0.0201081881565461,1939.4,0.112405898731566
"931",2014-01-26,"Arizona",10.7777777777778,3.90707592865727,39.7195578231293,48,165,906,30997,0.00850287564485713,1939.4,0.0247499226564917
"932",2014-02-02,"Arizona",6.6187641723356,4.30328797669335,39.9537657920311,49,173,740,28009,0.00748314383671475,1939.4,0.0252655460451686
"933",2014-02-09,"Arizona",13.1209046837126,4.2720765383629,40.5586977648202,81,185,705,29721,0.010385776914494,1939.4,0.0417654944828297
"934",2014-02-16,"Arizona",13.6576834807325,3.07053276820758,42.7885811467444,56,140,578,28187,0.00820236279135772,1939.4,0.028874909765907
"935",2014-02-23,"Arizona",14.0076394592943,5.01330147137578,37.6125106292517,53,160,581,28479,0.00675783033112118,1939.4,0.0273280395998762
"936",2014-03-02,"Arizona",13.0107936236034,6.31709208935553,47.0019557823129,42,113,446,25692,0.00645219957591565,1939.4,0.0216561823244302
"937",2014-03-09,"Arizona",14.2950956316941,3.9852882942893,50.0484268707483,26,94,352,23458,0.00415046901388267,1939.4,0.0134062081055997
"938",2014-03-16,"Arizona",14.7213738894152,2.46595377745938,53.5099702380952,31,107,356,23960,0.00430468225859298,1939.4,0.0159843250489842
"939",2014-03-23,"Arizona",15.4338799530584,4.0879757740293,54.3451318027211,14,91,317,25647,0.00190155693723362,1939.4,0.00721872744147675
"940",2014-03-30,"Arizona",13.6511924953623,3.25892193145563,53.6668839758125,15,88,259,19718,0.00223895563813405,1939.4,0.00773435083015366
"941",2014-04-06,"Arizona",19.1855934154484,2.79809845714057,53.7853930461073,26,80,293,20044,0.0047507982438635,1939.4,0.0134062081055997
"942",2014-04-13,"Arizona",18.4534738137679,3.59233042508863,57.7239229024943,40,78,325,20567,0.0081035963760717,1939.4,0.0206249355470764
"943",2014-04-20,"Arizona",19.8473020787876,4.3317198470816,55.6043083900227,23,69,273,19122,0.00475891643133563,1939.4,0.0118593379395689
"944",2014-04-27,"Arizona",17.6902427637722,2.95013770930206,58.5689909297052,28,75,292,17876,0.00609830685462818,1939.4,0.0144374548829535
"945",2014-05-04,"Arizona",19.648174741277,3.68603143077937,56.0444633408919,36,71,311,17766,0.00887595073990039,1939.4,0.0185624419923688
"946",2014-05-11,"Arizona",20.8940585335258,2.88283509829605,58.423876072168,29,64,286,17477,0.00741510270641414,1939.4,0.0149530782716304
"947",2014-05-18,"Arizona",22.8218198077353,3.24830847669852,56.2982105885833,25,53,263,21088,0.00588280556589458,1939.4,0.0128905847169228
"948",2014-05-25,"Arizona",26.5876256217734,5.58577177584142,58.8676242236025,29,69,226,18009,0.00527433545707018,1939.4,0.0149530782716304
"949",2014-06-01,"Arizona",28.2149233262328,2.76243272192987,62.7295162509448,16,54,166,15478,0.00317774810603341,1939.4,0.00824997421883056
"950",2014-06-08,"Arizona",28.8674470545093,4.83654694089134,55.6508163265306,7,40,146,15363,0.0016630866367246,1939.4,0.00360936372073837
"951",2014-06-15,"Arizona",27.4508780001534,4.52997942971716,44.9763825900731,5,36,132,17494,0.00104797835448344,1939.4,0.00257811694338455
"952",2014-06-22,"Arizona",28.9044091710758,5.03097375909624,47.7984089191232,7,47,126,19390,0.000967816268530609,1939.4,0.00360936372073837
"953",2014-06-29,"Arizona",29.626455026455,8.96372446068074,49.1457294028723,1,29,104,16159,0.000221932477043859,1939.4,0.00051562338867691
"954",2014-07-06,"Arizona",27.8086849524665,12.8981697747217,54.9382275132275,1,29,130,19270,0.000232628885349749,1939.4,0.00051562338867691
"955",2014-07-13,"Arizona",28.4613526570048,11.1974577307551,48.5630507884972,0,21,157,19034,0,1939.4,0
"956",2014-07-20,"Arizona",30.7156659765355,9.41964657891698,51.2824439405392,0,20,142,18763,0,1939.4,0
"957",2014-07-27,"Arizona",28.7065498258623,12.5247025109324,58.0090173847317,1,25,126,19279,0.000261424347735878,1939.4,0.00051562338867691
"958",2014-08-03,"Arizona",27.1071428571429,10.6374094472129,53.9859788359788,1,23,134,18901,0.000308242260013848,1939.4,0.00051562338867691
"959",2014-08-10,"Arizona",26.9568735528038,14.0188901595823,51.6195011337868,0,20,150,20364,0,1939.4,0
"960",2014-08-17,"Arizona",24.9171280915467,13.3531256340681,45.5695578231293,2,38,162,21625,0.000394280498935199,1939.4,0.00103124677735382
"961",2014-08-24,"Arizona",26.2709486895533,10.9544160039256,49.2683012093726,1,20,178,19470,0.000457113507960966,1939.4,0.00051562338867691
"962",2014-08-31,"Arizona",27.6439603677976,9.61006599056562,48.1732426303855,1,23,183,18287,0.000435091690224227,1939.4,0.00051562338867691
"963",2014-09-07,"Arizona",25.0442862016782,13.4337136278855,44.9398337112623,0,26,220,22153,0,1939.4,0
"964",2014-09-14,"Arizona",25.6079401950482,13.9600249957178,37.7559523809524,0,40,245,21755,0,1939.4,0
"965",2014-09-21,"Arizona",25.854045683314,12.0246082316668,45.1508314436886,3,36,221,17775,0.00103609939052977,1939.4,0.00154687016603073
"966",2014-09-28,"Arizona",20.7490660085172,7.62831651712043,50.998648904006,0,88,299,29047,0,1939.4,0
"967",2014-10-05,"Arizona",20.7351916376307,10.0598999897116,46.5289644746788,5,85,238,28645,0.000488741490661547,1939.4,0.00257811694338455
"968",2014-10-12,"Arizona",20.1645373596593,6.95009551019527,45.5277998236332,0,81,283,29182,0,1939.4,0
"969",2014-10-19,"Arizona",20.3958478513357,8.55024009226373,44.815306122449,1,95,289,31010,0.0000981007824301159,1939.4,0.00051562338867691
"970",2014-10-26,"Arizona",19.6299796747967,7.49832619830359,41.4144652305367,10,92,272,28966,0.00102068692229871,1939.4,0.0051562338867691
"971",2014-11-02,"Arizona",14.4425087108014,5.04722667055302,42.7258125472411,11,108,325,30083,0.00110035075796469,1939.4,0.00567185727544601
"972",2014-11-09,"Arizona",15.8129113433991,7.05333943277373,38.2571806500378,9,79,318,28244,0.00128267412906337,1939.4,0.00464061049809219
"973",2014-11-16,"Arizona",10.0049499474587,3.21929176070455,38.5063539304611,12,97,325,29255,0.00137433551758709,1939.4,0.00618748066412292
"974",2014-11-23,"Arizona",11.0014739229025,2.75734018556969,35.5967793367347,34,140,272,20181,0.00327323437179242,1939.4,0.017531195215015
"975",2014-11-30,"Arizona",12.6494803476946,7.41148188384813,26.5686098513479,65,159,385,29548,0.00532658511936233,1939.4,0.0335155202639992
"976",2014-12-07,"Arizona",12.4701436130008,7.67032742139796,32.0998086734694,56,187,425,27362,0.00465144094995714,1939.4,0.028874909765907
"977",2014-12-14,"Arizona",7.39520767656656,6.50180648469627,29.6472978080121,74,209,446,26097,0.00605103558256068,1939.4,0.0381561307620914
"978",2014-12-21,"Arizona",7.0916477702192,4.21896012821489,34.6655565003779,119,282,313,14656,0.00901211519402893,1939.4,0.0613591832525523
"979",2014-12-28,"Arizona",2.31519412643106,3.39378805450437,33.2582317649282,153,321,424,15954,0.0126672594925364,1939.4,0.0788903784675673
"980",2015-01-04,"Arizona",8.97812620983353,5.1521890071537,30.5051506316812,211,387,639,24043,0.0144905107032071,1939.4,0.108796535010828
"981",2015-01-11,"Arizona",9.52884243128146,6.7134066591789,31.975267249757,254,458,674,20932,0.0178573663774651,1939.4,0.130968340723935
"982",2015-01-18,"Arizona",9.4761408419945,4.17693560583729,35.9020165208941,254,449,763,19704,0.0219057191195846,1939.4,0.130968340723935
"983",2015-01-25,"Arizona",11.5296167247387,7.30082176586169,25.8114795918367,285,471,858,24149,0.0214986945431402,1939.4,0.146952665772919
"984",2015-02-01,"Arizona",12.265946758107,6.54723676680857,34.1325072886297,200,419,703,23584,0.0142283267973433,1939.4,0.103124677735382
"985",2015-02-08,"Arizona",14.5056643253507,5.34805885091229,41.9958211856171,102,331,528,21475,0.00757657502400388,1939.4,0.0525935856450449
"986",2015-02-15,"Arizona",13.828231292517,5.23020401383939,42.3629859086492,108,316,563,21884,0.00879262116244687,1939.4,0.0556873259771063
"987",2015-02-22,"Arizona",11.3437263794407,5.72140391543082,40.7193739284332,90,287,532,23083,0.00722736508654347,1939.4,0.0464061049809219
"988",2015-03-01,"Arizona",10.9612622826909,5.65433814789162,42.8265513522482,64,232,457,24811,0.00508117228315027,1939.4,0.0329998968753223
"989",2015-03-08,"Arizona",16.2596371882086,4.62082213331942,50.7024224323876,38,208,365,23695,0.00281420942425374,1939.4,0.0195936887697226
"990",2015-03-15,"Arizona",16.7580811276825,6.57780527627924,50.9411398705824,40,187,402,24245,0.00354668198856813,1939.4,0.0206249355470764
"991",2015-03-22,"Arizona",17.827269291555,4.12945405496696,53.0158090675295,22,132,336,26532,0.00211065882707674,1939.4,0.011343714550892
"992",2015-03-29,"Arizona",19.4488950971509,3.86679361758887,55.5619395485467,17,112,333,24387,0.00207260601374268,1939.4,0.00876559760750748
"993",2015-04-05,"Arizona",16.4739229024943,2.84727762084469,56.6802721088435,20,114,280,23526,0.00208802206144452,1939.4,0.0103124677735382
"994",2015-04-12,"Arizona",15.7304022036165,3.75301970004285,57.2695191713049,16,114,316,25211,0.00175918754484084,1939.4,0.00824997421883056
"995",2015-04-19,"Arizona",17.8673469387755,4.45043488105206,54.9789734075448,12,112,250,20524,0.00130509229612718,1939.4,0.00618748066412292
"996",2015-04-26,"Arizona",19.943808836666,5.36210192808992,57.9228509585652,13,99,320,21575,0.00194763392909395,1939.4,0.00670310405279983
"997",2015-05-03,"Arizona",17.9864718614719,6.88764331430951,50.8321312615955,21,101,247,20726,0.00247787492249177,1939.4,0.0108280911622151
"998",2015-05-10,"Arizona",17.9727507634484,5.87791870507618,55.2552663110699,8,93,231,20751,0.000957590850654691,1939.4,0.00412498710941528
